state,price,sqft
Florida,$32802,3116
California,$81710,1762
Illinois,$81156,1649
Montana,$69239,2532
California,$8857,1207
California,$91978,909
Florida,$70733,2113
Montana,$80156,3716
California,$88946,2488
California,$45282,2815
California,$35196,2722
Illinois,$72848,1890
Illinois,$45091,2312
Florida,$94590,3876
California,$46742,1221
Florida,$66822,1360
Montana,$71835,3613
Florida,$38338,3916
California,$28876,3873
Illinois,$38070,1422
Illinois,$78569,2815
Illinois,$87323,2070
California,$70681,1019
Florida,$35120,1481
California,$71642,2408
Montana,$85073,1842
Florida,$84264,3496
Illinois,$27312,1007
California,$1284,2233
Montana,$56472,3163
Montana,$34967,3888
Illinois,$17847,1179
California,$57130,881
Montana,$27138,1151
Illinois,$1993,3772
Montana,$61664,3940
California,$84733,3356
Florida,$12138,958
Illinois,$44173,2904
Florida,$93693,1127
Illinois,$69914,3626
Montana,$72430,1686
Montana,$61931,1928
Florida,$58414,3933
California,$63024,3519
Illinois,$41966,2669
Florida,$78084,1429
Florida,$7470,1735
Florida,$27455,3964
California,$11347,3473
Montana,$61218,2192
California,$27165,3259
California,$72168,1736
Illinois,$15780,1314
Montana,$39979,3106
Florida,$55399,2048
Montana,$46202,3171
Montana,$94763,2834
Illinois,$62642,1578
California,$39171,2667
Florida,$66315,3453
Florida,$33145,2622
Illinois,$82734,3687
Illinois,$2823,1015
Florida,$30025,860
California,$77544,2397
California,$50414,2736
Florida,$90208,3485
Illinois,$78805,3256
California,$37103,1362
Florida,$84184,1513
Montana,$14563,3623
Illinois,$21899,3915
Illinois,$8485,1311
Montana,$87379,3296
Illinois,$10155,1752
Illinois,$9802,3072
Florida,$95261,3913
Illinois,$34311,2307
Montana,$66781,2640
Illinois,$34458,3253
Illinois,$20578,1960
California,$27606,2136
Florida,$73073,3116
Illinois,$80478,2561
Montana,$32381,1244
Florida,$42116,3364
California,$76679,1782
California,$86413,2057
Illinois,$17600,880
Illinois,$65600,1816
Montana,$87839,3156
Illinois,$1250,1591
Florida,$33498,1324
Montana,$39752,1240
California,$54262,3367
Montana,$30550,3953
Illinois,$95778,981
Montana,$47076,2803
Illinois,$29071,1968
Florida,$62783,3576
Illinois,$24118,2528
California,$80278,1552
Montana,$89857,3086
California,$36153,857
Florida,$27997,3719
Illinois,$74358,3220
Florida,$8611,3544
Illinois,$21048,2086
Montana,$48337,914
Florida,$85376,3566
California,$66064,1963
Florida,$63618,3117
Illinois,$25058,1746
Florida,$12397,2455
Florida,$31502,1212
Montana,$8956,3660
California,$27937,2730
Illinois,$98836,1512
Montana,$78161,3936
Illinois,$94415,1309
Montana,$10839,3710
California,$68117,2870
Illinois,$54679,974
Illinois,$59151,2840
California,$99341,2016
Florida,$44331,2300
Illinois,$42993,1849
California,$84893,1844
Florida,$33441,1470
Montana,$45220,2797
Illinois,$31511,2685
Florida,$7220,3006
Florida,$88869,2346
Illinois,$15414,3668
Florida,$70919,1978
California,$79377,3308
Montana,$89458,914
California,$38964,3757
Montana,$24220,3016
California,$9608,3347
Florida,$72274,2691
California,$53444,1329
Illinois,$8681,1695
Florida,$45009,2148
California,$13837,1505
Illinois,$18536,2010
Florida,$96719,1898
Illinois,$32683,1771
Illinois,$90200,2931
California,$10719,1381
Montana,$54002,864
California,$30262,3419
Illinois,$25381,3528
Illinois,$70007,2996
Montana,$44842,1891
Montana,$46244,2618
California,$83853,2678
Montana,$8576,1787
Montana,$49604,2623
Montana,$41108,2302
Illinois,$48219,1698
Florida,$53896,1419
California,$1193,2378
California,$79811,3663
Montana,$2603,3006
Montana,$41207,3219
California,$43348,2954
Illinois,$75499,3107
California,$75304,2013
Illinois,$30130,2515
California,$15028,2318
Montana,$63673,3613
California,$13344,1582
Illinois,$36245,3689
Montana,$28477,3564
Montana,$88265,3588
Montana,$82674,1632
Illinois,$87574,814
Florida,$90750,3222
Florida,$1285,1341
Florida,$97234,2907
California,$96724,1489
Illinois,$59905,895
Montana,$57045,3450
Montana,$24794,1386
Illinois,$54324,3783
California,$59911,2952
Illinois,$97570,3118
Florida,$91687,1726
Montana,$43159,1527
Illinois,$61238,3938
Illinois,$72680,1264
Florida,$26922,1438
California,$99635,3369
California,$30196,1459
Montana,$57232,3088
California,$77084,3389
Florida,$41379,2858
California,$39088,3987
Florida,$97996,839
Montana,$81095,3582
California,$18735,3032
Illinois,$1241,1278
Montana,$25110,1773
California,$64322,1163
Florida,$23825,2235
California,$48919,1156
Florida,$42139,1951
California,$66353,934
Montana,$62059,2203
Montana,$22796,2600
California,$97381,2492
Illinois,$38362,1502
Montana,$40288,3589
California,$25224,3474
Florida,$78273,768
Florida,$38902,2092
Florida,$91308,3473
Florida,$89504,1149
Florida,$28795,1918
Illinois,$30501,2597
Illinois,$15844,3821
California,$29312,1058
Illinois,$74730,1444
Montana,$40113,1394
California,$50290,2613
Illinois,$27969,1313
California,$4145,2781
California,$65248,1134
Florida,$80176,2114
Illinois,$78162,1481
Illinois,$19763,3700
Montana,$57660,1797
California,$75521,2797
Florida,$12905,2235
California,$44872,2186
California,$14530,1154
Florida,$32112,3015
Florida,$36879,3534
Montana,$23325,2568
California,$41731,2147
Florida,$10029,1371
Illinois,$5757,797
Florida,$45155,1188
California,$82759,2014
Montana,$26518,1731
California,$5817,3422
Illinois,$85945,3482
Florida,$9889,2302
Montana,$37634,1365
Illinois,$27420,3892
Florida,$89777,3341
Montana,$5742,2662
Illinois,$78673,1477
Florida,$66576,1802
California,$8659,2969
Montana,$10460,1603
Florida,$94437,3852
Montana,$62373,3281
Montana,$94471,3493
Florida,$91484,2621
Montana,$95564,2220
California,$49167,3807
Montana,$89789,2226
Florida,$32312,1980
Montana,$67967,3698
Montana,$13824,3911
Florida,$40988,1323
Illinois,$70221,2348
California,$24466,3388
California,$1292,3467
Illinois,$52488,3080
Florida,$24762,2539
California,$25071,2169
Montana,$70782,2028
Montana,$13458,2927
Florida,$30979,2437
Montana,$79334,793
California,$25358,2286
Montana,$70159,3697
Montana,$25051,2048
Florida,$62160,3812
Florida,$27762,3351
Illinois,$23290,3246
California,$24592,3538
Montana,$74919,1837
Florida,$14514,759
Florida,$28745,1190
Florida,$54322,1443
Montana,$72328,1819
Illinois,$72471,2105
Montana,$46730,1514
Florida,$89155,2833
Florida,$94450,2522
Montana,$50584,1211
Florida,$4870,2296
Illinois,$10907,2500
Montana,$46277,3398
Illinois,$93827,1839
Illinois,$90123,2392
Florida,$98875,2856
Illinois,$35266,1166
Florida,$97877,1180
Montana,$47732,3019
Illinois,$66457,3466
Florida,$70561,1146
Montana,$37018,2599
Montana,$29389,2817
Illinois,$44000,3289
Illinois,$47995,1440
Florida,$47966,1297
California,$68827,1095
Florida,$40095,2333
Montana,$37957,3280
Montana,$13003,3177
Florida,$59455,906
Florida,$23549,800
California,$38433,3566
Illinois,$19689,3701
Illinois,$53300,1179
California,$17918,3994
Florida,$9697,2512
Montana,$62969,2993
Florida,$75038,1014
Florida,$40460,1075
Montana,$54014,3186
Montana,$7389,3986
Florida,$25178,840
Montana,$45854,2152
California,$72396,1678
Illinois,$88749,1233
California,$74831,1954
Montana,$70611,2178
Montana,$78713,1097
Illinois,$32220,3882
Florida,$12145,1551
Illinois,$44813,1220
Montana,$13271,2110
Florida,$28734,1837
Florida,$60314,1098
Montana,$5427,2978
Illinois,$73061,1019
California,$51621,3996
California,$4459,1065
California,$98502,3814
California,$78253,2738
Montana,$43394,3529
Illinois,$16611,3126
Illinois,$39041,3777
California,$21948,2241
Montana,$92450,877
Illinois,$1061,2824
Illinois,$48717,1505
Florida,$74037,3710
Montana,$85595,1600
Illinois,$9888,3976
California,$99905,2114
Illinois,$24414,3642
Illinois,$13638,1381
Illinois,$33120,2881
Illinois,$3762,2438
Montana,$50202,2041
Montana,$13984,3316
California,$80559,3643
Montana,$37418,1457
Montana,$91993,1812
California,$80091,2497
Florida,$28492,2049
Montana,$58104,3581
Illinois,$57817,1675
Illinois,$39143,2355
California,$35611,3423
Illinois,$24016,3295
Illinois,$63263,1380
Illinois,$49657,2158
Montana,$20707,3756
California,$20584,3066
Montana,$71568,3537
Florida,$34789,2503
California,$23990,1384
Florida,$82111,3204
Montana,$39133,1615
Illinois,$64248,2702
Illinois,$44596,978
Montana,$74731,3572
Illinois,$56430,1216
California,$88202,1803
California,$35416,790
Illinois,$88084,1022
California,$22127,3953
Montana,$79184,1236
Montana,$75715,900
Illinois,$68549,848
California,$52137,3208
Florida,$54543,2392
California,$56663,2539
California,$71806,3573
Illinois,$81174,1759
Florida,$43059,3655
Illinois,$13068,2234
Florida,$36128,1218
Montana,$96930,3555
Florida,$98081,1542
California,$84744,1366
Florida,$62181,2283
Montana,$20064,3736
Illinois,$7979,2320
Montana,$12645,2344
California,$10822,1232
Montana,$35596,2906
California,$48606,1018
Florida,$29202,1182
Florida,$9726,2992
Montana,$89376,3927
Illinois,$85526,3315
Illinois,$13724,3337
California,$84596,1796
Illinois,$67491,1896
Montana,$48824,1895
Illinois,$71387,780
Montana,$65664,963
Montana,$70290,2699
California,$41291,1664
Illinois,$7723,1369
Montana,$3331,1564
Montana,$33427,3141
California,$7565,1924
Florida,$79907,992
California,$51777,2913
Florida,$62918,3146
California,$91487,2762
Florida,$56470,3520
Florida,$78148,1327
Illinois,$49567,3490
Florida,$28095,2882
Montana,$72527,1067
California,$94932,1234
California,$59508,3427
California,$67286,3208
Illinois,$37344,1270
Florida,$78311,1778
Montana,$70484,1591
Florida,$23748,3765
Montana,$96312,1216
Florida,$31111,2954
Illinois,$95903,2597
California,$80800,3944
California,$91539,3543
Illinois,$12301,1826
Illinois,$36479,2188
Florida,$53044,2383
Montana,$38403,3842
California,$76322,3167
California,$11851,2611
Florida,$52976,2048
California,$56497,3805
Florida,$13515,2982
California,$42885,2233
Florida,$22595,2942
California,$48056,1269
Montana,$71206,2638
Illinois,$83186,3073
Florida,$79400,2552
California,$43103,1737
Montana,$43682,3770
Illinois,$14115,2530
Illinois,$98978,2283
California,$75845,2490
Montana,$86346,1720
Montana,$22860,3174
Illinois,$89396,3380
Illinois,$41129,2505
Montana,$11215,1468
Illinois,$68475,3397
Illinois,$1095,3851
Florida,$66905,2950
Florida,$72025,2958
Illinois,$96032,3926
Montana,$93720,3991
Illinois,$9874,3515
Montana,$2302,1592
Florida,$38512,1723
Montana,$1807,2494
California,$60387,1378
Montana,$33190,3841
Montana,$3777,3850
Montana,$67947,1425
Florida,$42681,1378
Illinois,$74738,2592
Montana,$39961,2051
Illinois,$48303,3188
Montana,$19792,1315
Montana,$35463,2230
Illinois,$24852,2325
Illinois,$46548,2601
California,$88125,986
Montana,$39859,754
California,$60846,2388
Florida,$80868,1138
Florida,$21475,1290
Florida,$19843,2658
California,$49168,3299
Florida,$41097,3416
California,$68130,765
Illinois,$3461,3979
Montana,$76863,861
Illinois,$27559,2973
Montana,$62712,2917
Florida,$25046,3201
Illinois,$50301,919
Illinois,$39835,2646
California,$10170,3920
Illinois,$70085,1043
Florida,$94735,1123
California,$79740,3868
Montana,$47251,2670
Montana,$90165,1020
Illinois,$51239,2383
Montana,$2546,3841
California,$55098,2424
Illinois,$84527,2300
Florida,$92856,2447
California,$47863,2818
Illinois,$5391,3017
Illinois,$16017,2152
California,$73022,807
Illinois,$96272,1668
California,$47758,1277
Illinois,$92080,2931
Illinois,$41352,1677
Florida,$24727,3606
Illinois,$73249,1329
California,$16657,2544
California,$46158,3973
California,$38992,3666
Florida,$28816,984
California,$78282,2690
Montana,$62527,3672
California,$41277,3405
Illinois,$76100,1529
Montana,$42229,1328
California,$75397,3435
Florida,$6511,2460
California,$49158,1827
California,$64333,3399
California,$51299,2599
California,$34441,2585
Illinois,$40088,3817
Illinois,$55659,3025
Florida,$6320,1775
Montana,$69946,2681
Illinois,$50203,945
Florida,$45772,1347
Illinois,$89219,2376
Illinois,$27834,2828
Montana,$87888,1149
California,$26392,2893
California,$7499,1333
Illinois,$28565,766
Illinois,$85566,2854
Illinois,$79299,2343
California,$93980,2255
Illinois,$95541,1645
Montana,$83891,2285
Montana,$6395,2170
California,$61708,3720
Illinois,$86146,2453
Illinois,$85709,3032
Illinois,$52032,3662
Illinois,$93022,3649
Illinois,$4366,948
Montana,$15004,2465
Florida,$65918,852
Florida,$82931,3510
Montana,$56636,998
California,$92320,2707
Illinois,$46201,1704
Illinois,$85241,2027
Illinois,$19419,2289
Montana,$30003,2753
Illinois,$29151,2220
Montana,$76428,1128
Florida,$95607,921
Florida,$45208,2312
Montana,$42322,2242
California,$27058,1865
Illinois,$57243,1292
California,$26981,2126
California,$27943,2204
Montana,$70686,1035
Illinois,$47933,1797
California,$73340,1256
California,$62420,3756
Montana,$85807,950
California,$92784,1815
Illinois,$47473,2054
California,$87428,1810
California,$53974,3727
Montana,$21202,1563
Montana,$17919,883
Montana,$67449,1156
Florida,$93888,3130
Florida,$50952,3713
Illinois,$42319,3636
Montana,$95931,3905
California,$31292,2354
Montana,$23526,2410
Illinois,$62895,1601
Montana,$77632,2335
California,$25807,1860
California,$26252,3235
Florida,$89305,3428
California,$98333,2980
California,$82664,1972
California,$62780,2073
Florida,$55068,1096
Illinois,$56831,3861
Montana,$31955,1294
California,$74082,1345
Florida,$28136,789
Illinois,$50296,1994
Illinois,$89218,3971
Florida,$31755,2202
Montana,$17824,2986
Montana,$47000,3554
Montana,$66255,1272
California,$64029,1681
Florida,$18366,1993
Illinois,$63071,3478
California,$28665,3616
California,$86405,2630
California,$79262,2841
California,$89936,2969
Montana,$96356,3980
Montana,$34672,1078
Illinois,$16287,2386
Montana,$29694,3099
California,$3560,3497
Florida,$33086,2030
Florida,$54840,3423
Illinois,$78976,2687
Florida,$24428,1463
Illinois,$53939,1842
Montana,$91481,3608
Illinois,$98167,834
Florida,$88698,1903
Illinois,$36705,1236
Illinois,$16424,956
California,$94044,2487
Florida,$81770,3172
California,$4459,1897
Florida,$31249,3804
Montana,$39338,996
Montana,$1741,903
Florida,$80091,2507
California,$10915,2916
Illinois,$66084,3015
California,$83567,3518
California,$33274,766
Florida,$13617,3027
Illinois,$82239,2739
Illinois,$59159,932
California,$32566,3535
Florida,$36733,1782
Montana,$57907,2655
Montana,$31297,3745
Florida,$56742,752
Florida,$8425,3556
California,$1403,2393
Florida,$19570,1046
California,$12261,1130
California,$28348,1000
Montana,$40304,3275
Florida,$82406,3238
Florida,$8027,895
Montana,$97256,1179
Illinois,$61873,2128
Florida,$88619,3889
Montana,$33234,1969
California,$77892,1891
California,$46921,2369
Montana,$76883,2109
Montana,$31834,2290
Illinois,$8753,2118
Illinois,$71433,3639
California,$89035,3639
Montana,$62966,847
Illinois,$88010,2897
Montana,$5218,1209
California,$69786,3701
California,$64936,3341
California,$27153,1657
Florida,$38161,2086
Montana,$25628,2034
Illinois,$96241,1276
Illinois,$47496,1089
Illinois,$77740,2199
Montana,$28982,3381
California,$19235,1101
Montana,$76912,1704
Illinois,$46243,1069
Florida,$8432,1556
Illinois,$97301,2528
Illinois,$32472,1218
Florida,$73134,2272
Montana,$87558,2060
Illinois,$55317,804
California,$8305,2221
Montana,$29518,3013
Montana,$4647,3123
California,$73670,1536
Illinois,$63558,3304
California,$11379,2319
Florida,$50337,1984
California,$75540,2728
Montana,$83463,3699
Montana,$91999,2770
Illinois,$92686,3900
Montana,$18887,2197
Florida,$25487,1300
Florida,$26578,1134
Illinois,$50870,3876
Montana,$59149,2050
Florida,$9825,2234
Florida,$37031,2459
Illinois,$23013,919
California,$11791,2567
California,$6490,1463
California,$27215,3686
California,$18765,3200
Illinois,$99263,1191
California,$62914,3635
Montana,$89362,2480
California,$33973,3814
Illinois,$1613,3027
Montana,$39965,1969
Illinois,$28419,3075
Illinois,$61958,917
Illinois,$91319,3224
Illinois,$41605,1467
California,$61312,793
Florida,$60650,3159
Illinois,$57920,1523
Florida,$57242,2962
Montana,$74648,1401
Illinois,$29792,3456
Florida,$9149,3085
Florida,$28561,1959
Montana,$1106,2817
Illinois,$4239,3828
Montana,$45921,1960
Illinois,$21469,3138
California,$23474,3963
Illinois,$72172,3856
Illinois,$45915,2825
California,$1065,2078
California,$68876,3973
California,$82707,750
Illinois,$70985,2656
Illinois,$31921,3665
Montana,$68593,3617
Montana,$86586,2536
California,$38148,2425
Illinois,$44972,3073
California,$89244,1499
Illinois,$95316,3572
California,$95844,2487
Illinois,$42972,1749
California,$15307,2830
Florida,$85769,1173
Montana,$30492,3224
Florida,$49333,3852
California,$94278,3512
Florida,$25487,3631
Montana,$92483,3912
Illinois,$2322,1892
Illinois,$65088,3045
Illinois,$62951,3349
California,$40631,3140
Florida,$55318,2582
Montana,$59922,3179
Florida,$53903,1112
Florida,$93472,2543
Illinois,$54053,3242
California,$76594,1161
Montana,$47972,889
Illinois,$65835,1026
Illinois,$97832,1579
Illinois,$12884,2104
Montana,$36612,3570
Montana,$97760,3195
Illinois,$15089,3932
California,$52477,1251
California,$91555,3331
Illinois,$48682,2851
Florida,$82543,3998
Montana,$40209,3527
Montana,$68170,3457
Florida,$67554,1683
Florida,$60033,2213
Montana,$61548,1776
Illinois,$9930,1574
Illinois,$86124,2730
California,$65371,3219
Illinois,$78564,2321
Montana,$74698,953
California,$28306,2545
Florida,$51518,1728
California,$16541,2483
California,$44501,3496
California,$36743,1790
Illinois,$90080,3898
Illinois,$6989,2301
Montana,$14438,1114
Illinois,$81510,2680
Montana,$85898,2453
Montana,$31462,1477
Florida,$72700,3386
Illinois,$69869,3599
Florida,$40481,2465
California,$72869,2443
California,$29374,3669
California,$30984,1167
California,$12214,2224
Illinois,$16618,1586
California,$8750,2651
Florida,$72318,3399
California,$15205,930
Florida,$50445,3144
Illinois,$30629,1415
Florida,$56599,1278
California,$12449,3213
Montana,$21107,2667
Illinois,$91457,2551
Florida,$43618,1867
Florida,$95018,3872
Florida,$24830,3840
California,$79753,2715
Montana,$80592,3264
Illinois,$93928,2708
Montana,$12867,2058
Illinois,$67643,1699
Florida,$29396,1359
Illinois,$48353,1585
Florida,$48861,3935
Montana,$83911,3306
Montana,$30779,3157
Florida,$63556,2768
Florida,$89996,2030
Florida,$27994,2964
Florida,$83589,3774
Florida,$30321,1197
Florida,$46757,907
